epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.901216133585516,0.6755479877849795,0.5481460839509964,0.7963896691799164
2,0.579787699681408,0.7835496843985792,0.4819783667723338,0.8203568855921427
3,0.5093871506879915,0.8127610953348987,0.44064713021119434,0.8391838272412618
4,0.4736461099588646,0.8276090801886793,0.4088760366042455,0.8499171336491903
5,0.4423482969122113,0.8392415811430733,0.36572420597076416,0.8711558878421783
6,0.4221970129687831,0.8464558338219265,0.35206762452920276,0.8765181104342142
7,0.4032769101970601,0.8531443656615492,0.34133999546368915,0.8848691980044047
8,0.38562809465066444,0.8597035261819947,0.32774630188941956,0.885469933350881
9,0.3687202221942398,0.8649230981772801,0.336279034614563,0.875139077504476
10,0.35793036616073465,0.8691339594013286,0.3258037219444911,0.8818625708421072
11,0.3489385202245892,0.8735992537354523,0.3060077627499898,0.89129971464475
12,0.34545148768514955,0.873331885292845,0.29338577886422473,0.8941731750965118
13,0.3361615926589606,0.8755127832574664,0.28131572405497235,0.9018199543158213
14,0.32140821893260163,0.882968137849052,0.27444856117169064,0.8991329272588094
15,0.3176348698589037,0.8845574529665821,0.27914683769146603,0.8978071709473928
16,0.31031768333237125,0.8871256832806569,0.26670511066913605,0.9019560813903809
17,0.29977156671712984,0.8908657094217697,0.2538375233610471,0.9067826668421427
18,0.3002689539823892,0.8898679771513309,0.26728657881418866,0.9035836855570475
19,0.29401609020413094,0.8924181731242053,0.25459333260854083,0.9082741439342499
20,0.284080205098638,0.8968140775302671,0.24996397644281387,0.9066169460614523

test_loss,test_acc
0.27047190964221957,0.9046894907951355

parameters
421642
