epoch,train_loss,train_acc,valid_loss,valid_acc
1,1.4579206907524254,0.478071447813286,0.8789930939674377,0.6551816960175832
2,0.850711297314122,0.6779303933089634,0.7237568895022074,0.7168708542982737
3,0.7451537757549646,0.7150323188529825,0.6578300396601359,0.7473514378070831
4,0.689375268963148,0.7368926563352909,0.6054843167463938,0.7568152149518331
5,0.6464352720188644,0.7498424008207502,0.5745679140090942,0.7727006375789642
6,0.6250774005673966,0.7583527261356138,0.5562926630179087,0.7766897479693095
7,0.5964431504033646,0.7705407435039304,0.5421389589707056,0.7889145314693451
8,0.58261043733021,0.7763562101238178,0.5212750087181727,0.7965849836667379
9,0.5659669075372085,0.781248039794418,0.5168840338786443,0.796641210714976
10,0.5561658588220488,0.786228468957937,0.5139143417278925,0.8012517690658569
11,0.5369792861758538,0.7931588876922175,0.4997473458449046,0.8040690024693807
12,0.5331688247761637,0.7952057089445725,0.4852459132671356,0.8090080420176188
13,0.5228651795747146,0.7982330131080916,0.4775534172852834,0.8213097751140594
14,0.5128585010204675,0.8027998445168981,0.4735794613758723,0.8149177233378092
15,0.5133121272303024,0.8020828096371777,0.4644457548856735,0.8202592333157858
16,0.5044878991145008,0.8078629936812058,0.46913569668928784,0.8162227670351664
17,0.4955900452047024,0.8080190240212206,0.4640043725570043,0.8229433000087738
18,0.4889640656282317,0.8123337761411127,0.4495799094438553,0.8297200500965118
19,0.4810580318828799,0.8145048730778244,0.44354114433129627,0.8303474187850952
20,0.4743995531549994,0.8184679690397011,0.43805568913618725,0.8313180605570475

test_loss,test_acc
0.4467115789651871,0.8328543484210968

parameters
116886
